"country","city","long","lat","isp","network","dOs","dType","dOsVersion","dBrowser","dBrowserVersion","offer"
BD,Dhaka,90.4086,23.7231,Banglalink,Cellular,Android,mobile,7.0,Android Browser,4.0,1
NP,Kathmandu,85.3167,27.7167,Techminds Networks Pvt.,Cable/DSL,Android,mobile,7.1.2,Chrome,66.0.3359.158,1
FR,Andryes,3.4857,47.5189,Absolight,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,2
FR,Saint-Vincent,4.6442,43.8081,SFR,Cable/DSL,Android,mobile,5.1,Chrome WebView,66.0.3359.158,1
PE,Arequipa,-71.535,-16.3989,Claro Peru,Cellular,Android,mobile,5.0,Chrome,63.0.3239.111,2
SA,Dhahran,50.1353,26.3032,Zain Saudi Arabia,Cellular,Android,mobile,5.1,Chrome,65.0.3325.109,2
ID,Jakarta,106.8296,-6.1741,PT XL Axiata,140.213.0.0/22,Android,mobile,5.0.2,UCBrowser,12.2.0.1089,2
FR,Roubaix,3.1746,50.6942,OVH Hosting,Corporate,Android,mobile,7.0,Chrome,64.0.3282.137,1
MX,Manzanillo,-104.2171,19.1185,Cablevision S.A. de C.V.,Cable/DSL,Android,mobile,6.0,Android Browser,4.0,2
DZ,Saida,0.15,34.8333,Telecom Algeria,Cable/DSL,Android,mobile,4.1.2,Android Browser,4.0,1
FR,Paris,2.3507,48.8601,SFR,Cable/DSL,Android,mobile,7.0,Android Browser,4.0,1
ES,Puerto Real,-6.1901,36.5282,Vodafone Spain,Cellular,Android,mobile,6.0.1,Chrome WebView,66.0.3359.158,1
CZ,Spytihnev,17.4986,49.145,UPC Ceska Republica,Cable/DSL,BlackBerry,mobile,10,Mobile Safari,10.3.3.2163,1
SA,Riyadh,46.7152,24.6537,SaudiNet,Cellular,Android,tablet,7.0,Chrome,64.0.3282.137,1
NP,Jawalakhel,85.3167,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,7.1.1,Chrome,66.0.3359.158,1
DZ,ash-Shalif,1.3281,36.1684,Telecom Algeria,41.96.0.0/12,Android,mobile,4.0.4,Android Browser,4.0,2
IN,Chennai,80.2833,13.0833,Bharti Airtel,Cellular,Android,mobile,7.0,UCBrowser,12.5.0.1109,1
NP,Kathmandu,85.3167,27.7167,Classic Tech Pvt.,Cable/DSL,Android,mobile,5.1.1,Chrome,63.0.3239.111,1
SA,Jeddah,39.2192,21.5169,SaudiNet,Cellular,Android,mobile,7.0,Chrome,66.0.3359.158,1
MX,Mexico City,-99.1386,19.4342,"Cablevisión, S.A. de C.V.",Cable/DSL,Android,mobile,7.0,Chrome,58.0.3029.83,1
ES,Madrid,-3.7026,40.4165,Vodafone Spain,Cellular,Android,mobile,7.0,Chrome,66.0.3359.158,1
ES,Seville,-5.9761,37.3824,Vodafone Spain,Cellular,Android,mobile,7.0,Chrome,67.0.3396.68,1
IQ,Baghdad,44.3939,33.3386,Orient Company for Internet Services LTD,Cable/DSL,iOS,tablet,10.2.1,Mobile Safari,10.0,2
NP,Kathmandu,85.3145,27.7142,Classic Tech Pvt. Ltd.,43.231.208.0/22,Android,mobile,8.0.0,Chrome,67.0.3396.68,1
IN,Bengaluru,77.5833,12.9833,Bharti Airtel,Cellular,Android,mobile,4.4.4,UCBrowser,11.3.8.976,2
DZ,'Ain Deheb,1.5478,34.8447,Optimum-Telecom-Algeria,Cellular,Android,mobile,6.0,Android Browser,4.0,1
DZ,Hussein Dey,3.1065,36.7296,Telecom Algeria,105.96.0.0/12,Android,mobile,4.4.4,Android Browser,4.0,1
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
TH,Bangkok,100.4833,13.75,True Internet,Cellular,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
LK,Colombo,79.8863,6.9318,Mobitel Pvt Ltd,43.250.240.0/22,Android,mobile,6.0,Chrome,63.0.3239.111,1
NP,Kathmandu,85.3167,27.7167,ClassicTech Pvt.,Cable/DSL,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
AZ,Baku,49.8822,40.3953,Aztelekom,Cable/DSL,Android,tablet,4.4.2,Chrome,66.0.3359.158,1
DE,Pirna,13.9333,50.9167,Vodafone DSL,Cable/DSL,Mac OS,desktop,10.11.6,Opera,38.0.2220.41,2
NP,Jawalakhel,85.3167,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Mercantile Office Systems,Cable/DSL,Android,mobile,5.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,7.1.2,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,5.0.2,UCBrowser,12.5.0.1109,2
CM,Douala,9.7,4.0503,MTN Network Solutions (Cameroon),Cable/DSL,Android,mobile,5.1,Chrome WebView,61.0.3163.98,1
PE,Lima,-77.05,-12.05,Claro Peru,Cellular,Android,mobile,6.0,Chrome,55.0.2883.91,2
HN,Tegucigalpa,-87.2167,14.1,Telefónica Celular S.A,Cellular,Android,mobile,5.1.1,Chrome,66.0.3359.158,2
PE,Huánuco,-76.2333,-9.9167,Claro Peru,Cellular,Android,mobile,5.1,Chrome,64.0.3282.137,2
BD,Chittagong,91.8317,22.3384,Broad Band Telecom Services,Cable/DSL,Android,mobile,5.1,Android Browser,4.0,2
DZ,Oran,-0.6417,35.6911,Telecom Algeria,Cable/DSL,Android,mobile,4.4.2,Chrome,66.0.3359.158,1
NP,Patan,85.3333,27.6667,Arrownet Pvt.Ltd,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
SE,Uppsala,17.6333,59.8667,Com Hem AB,Cable/DSL,Windows,desktop,8.1,Firefox,56.0,2
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,7.1.2,Chrome,66.0.3359.158,1
IT,Bovisio-Masciago,9.153,45.6102,Wind Telecomunicazioni,Cellular,Android,tablet,4.4.2,Android Browser,4.0,2
UA,Dnipro,35.046,48.4735,Kyivstar PJSC,46.211.0.0/16,Android,mobile,5.0.2,Chrome,66.0.3359.158,1
IQ,Basere,44.8244,36.0994,EarthLink Iraq,Cable/DSL,Android,tablet,4.4.4,Chrome,66.0.3359.158,1
FR,Romorantin-Lanthenay,1.8316,47.3989,SFR,Cable/DSL,Android,mobile,6.0,Chrome WebView,66.0.3359.158,1
TR,Adana,35.3289,37.0017,Turkcell,Cellular,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,154.76.0.0/14,Android,mobile,6.0.1,Android Browser,4.0,2
TH,Bangkok,100.4688,13.8583,True Internet,Cellular,Android,mobile,6.0,Chrome WebView,64.0.3282.123,1
NP,Kathmandu,85.3167,27.7167,Nepal International Internet Gateway,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
LT,Vilnius,25.3225,54.6816,UAB Bite Lietuva,84.15.0.0/16,Android,mobile,7.0,Chrome,61.0.3163.98,1
KH,Phnom Penh,104.916,11.5625,SOUTH EAST ASIA TELECOM (Cambodia) Co.,Cable/DSL,Android,mobile,5.1,Android Browser,4.0,1
GR,Athens,23.7333,37.9833,Wind Hellas Telecommunications SA,Cable/DSL,Android,mobile,6.0,Chrome WebView,60.0.3112.116,1
NP,Kathmandu,85.3167,27.7167,WorldLink Communications Pvt,Cable/DSL,Android,mobile,6.0.1,Chrome,67.0.3396.68,1
DO,Santo Domingo,-69.9,18.4667,Altice Dominicana S.A.,Cable/DSL,Android,mobile,4.4.4,Chrome,66.0.3359.158,2
US,Salt Lake City,-111.9231,40.6583,CenturyLink,Cable/DSL,iOS,mobile,11.2.5,WebKit,604.5.6,2
TH,Bangkok,100.4833,13.7333,True Internet,Cellular,Android,mobile,8.0.0,Chrome WebView,66.0.3359.158,1
TH,Bangkok,100.4833,13.7333,True Internet,Cable/DSL,Android,mobile,6.0.1,Chrome WebView,67.0.3396.68,1
DZ,Bordj Bou Arreridj,4.7727,36.0721,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,44.0.2403.119,1
CM,Buea,9.2367,4.1594,MTN Network Solutions (Cameroon),Cable/DSL,Android,mobile,7.0,Chrome WebView,66.0.3359.158,1
TH,Bangkok,100.4833,13.7333,True Internet,Cable/DSL,Android,mobile,7.0,Chrome WebView,60.0.3112.116,1
NP,Kathmandu,85.3145,27.7142,Classic Tech Pvt. Ltd.,43.231.208.0/22,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
DZ,Annaba,7.77,36.8977,Telecom Algeria,105.96.0.0/12,Android,mobile,7.0,Chrome,66.0.3359.158,2
DZ,Sidi Aissa,3.7761,35.8862,Telecom Algeria,105.96.0.0/12,Android,mobile,7.0,Facebook,174.0.0.54.96,1
IN,Bengaluru,77.5833,12.9833,Airtel,Cellular,Android,mobile,7.0,UCBrowser,12.5.0.1109,2
JO,Amman,35.9333,31.95,Linkdotnet-Jordan,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
ML,Bamako,-8,12.65,Sotelmabgp,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,WorldLink Communications Pvt,Cable/DSL,Android,mobile,5.0.2,Chrome,66.0.3359.158,1
ES,Málaga,-4.4348,36.7267,Vodafone Spain,Cellular,Android,mobile,6.0,Android Browser,4.0,1
TH,Bangkok,100.4562,13.7083,True Internet,Cable/DSL,Android,mobile,7.0,Chrome WebView,67.0.3396.68,1
PH,Cagayan de Oro,124.648,8.485,Globe Telecom Inc.,110.54.248.0/22,Android,mobile,5.1.1,Chrome,66.0.3359.158,2
NP,Kathmandu,85.3167,27.7167,WorldLink Communications Pvt,Cable/DSL,Android,mobile,7.0,Chrome,67.0.3396.68,1
ES,Valencia,-0.3667,39.4667,Orange Espana,Cellular,Android,mobile,6.0,Chrome WebView,55.0.2883.91,1
ML,Bamako,-8,12.65,Orange Mali SA,Cable/DSL,Android,mobile,7.0,Android Browser,4.0,1
DZ,Jijel,5.7667,36.8,Telecom Algeria,Cable/DSL,Android,mobile,7.0,Chrome WebView,66.0.3359.158,1
SA,Jeddah,39.2192,21.5169,SaudiNet,Cellular,Android,mobile,5.1.1,Chrome,65.0.3325.109,2
MM,Yangon,96.1667,16.7833,Ooredoo Myanmar,Cable/DSL,iOS,mobile,10.2.1,Facebook,100.0.0.43.70,2
SA,Riyadh,46.7152,24.6537,SaudiNet,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
MX,Mexico City,-99.1386,19.4342,"Cablevisión, S.A. de C.V.",Cable/DSL,Android,mobile,4.2.2,Android Browser,4.0,1
MX,Tijuana,-116.7997,32.405,"Operbes, S.A. de C.V.",Cable/DSL,Android,mobile,5.1,Facebook,174.0.0.54.96,2
NP,Beltar,82.8713,27.8022,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",103.232.152.0/22,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Net Max Technologies Pvt.,Cable/DSL,Android,mobile,7.0,Chrome,67.0.3396.68,1
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,7.1.1,Chrome,64.0.3282.137,1
NG,Lagos,3.3958,6.4531,Airtel Networks Limited,Cellular,Android,mobile,6.1,Android Browser,4.0,2
NP,Jawalakhel,85.3167,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,7.0,Chrome,58.0.3029.83,1
KE,Nairobi,36.8167,-1.2833,Airtel Kenya,Cellular,Android,mobile,6.0.1,Android Browser,4.0,2
BD,Dhaka,90.4086,23.7231,Sky View Online,Cable/DSL,Android,mobile,4.4.2,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,Cherry World Communication Pvt Ltd,103.214.76.0/22,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
PE,Lima,-77.05,-12.05,Claro Peru,Cellular,Android,tablet,6.0,Chrome,53.0.2785.124,2
NP,Kathmandu,85.3167,27.7167,WorldLink Communications Pvt,Cable/DSL,Android,mobile,4.4.2,Chrome,64.0.3282.137,1
IN,Chennai,80.2833,13.0833,Bharti Airtel,Cellular,Android,mobile,6.0.1,UCBrowser,12.0.0.1088,1
AU,Ermington,151.0547,-33.8148,Optus,Cellular,Android,mobile,8.0.0,Chrome,63.0.3239.111,1
DZ,Tadmait,3.9019,36.7394,Optimum-Telecom-Algeria,Cellular,Android,mobile,6.0,Chrome WebView,50.0.2661.86,2
BD,Dhaka,90.3722,23.7534,GrameenPhone Ltd.,123.108.240.0/21,Android,mobile,5.1,Android Browser,4.0,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome,50.0.2661.89,2
NP,Jawalakhel,85.3167,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
CM,Douala,9.7,4.0503,Viettel-cm,Cable/DSL,Android,mobile,6.0,Chrome WebView,56.0.2924.87,1
NP,Kathmandu,85.3167,27.7167,Techminds Networks Pvt.,Cable/DSL,Android,mobile,4.4.2,Chrome,66.0.3359.158,1
CI,Abidjan,-4.0127,5.3097,Mtn Cote D'ivoire S.A,Cable/DSL,Android,mobile,5.1,Android Browser,4.0,1
YE,Al Hudaydah,42.9522,14.7978,Public Telecommunication Corporation,Cellular,Android,mobile,6.0,Chrome,45.0.2454.94,1
BD,Dhaka,90.4086,23.7231,Banglalink,Cellular,Android,mobile,5.1,Android Browser,4.0,2
FR,Marseille,5.3761,43.2854,SFR,Cable/DSL,Android,mobile,6.0,Chrome WebView,63.0.3239.111,1
DZ,Oran,-0.6417,35.6911,Telecom Algeria,Cable/DSL,Android,mobile,4.0.4,Android Browser,4.0,2
ZA,Cape Town,18.4167,-33.9167,MTN SA,Cellular,Android,mobile,6.0,Chrome WebView,50.0.2661.86,1
MX,Morelos,-102.6167,22.8833,Movistar México,Cellular,Android,mobile,6.0,Chrome WebView,44.0.2403.119,1
AE,Abu Dhabi,54.3667,24.4667,Emirates Telecommunications Corporation,Cable/DSL,Android,mobile,7.1.1,Chrome,66.0.3359.158,2
DZ,Oran,-0.6417,35.6911,Telecom Algeria,Cable/DSL,Android,mobile,4.2.2,Android Browser,4.0,1
DZ,Djelfa,3.2518,34.6678,Telecom Algeria,41.96.0.0/12,Android,mobile,4.1.2,Android Browser,4.0,2
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
NP,Beltar,82.8713,27.8022,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",103.232.152.0/22,Android,mobile,7.0,Chrome,63.0.3239.111,1
TH,Huai Khwang,100.579,13.7768,True Internet,Cellular,Android,mobile,6.1,Chrome WebView,43.0.2357.121,2
AE,Abu Dhabi,54.3667,24.4667,Emirates Telecommunications Corporation,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,Arrownet Pvt.Ltd,103.58.144.0/23,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,5.1.1,Chrome,64.0.3282.137,1
KE,Nairobi,36.8167,-1.2833,Airtel Kenya,Cellular,Android,mobile,5.1,Android Browser,4.0,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,7.1.2,Chrome,67.0.3396.68,1
ES,Madrid,-3.7026,40.4165,Vodafone Spain,Cellular,Android,mobile,6.0,Chrome WebView,44.0.2403.119,1
PE,Lima,-77.05,-12.05,Claro Peru,Cellular,Android,mobile,7.0,Chrome,65.0.3325.109,2
NP,Jawalakhel,85.3167,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,8.0.0,Chrome,64.0.3282.137,1
KE,Nairobi,36.8167,-1.2833,Airtel Kenya,Cable/DSL,Android,mobile,5.0.2,Android Browser,4.0,2
NP,Kirtipur,85.2833,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Nepal International Internet Gateway,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
CI,Abidjan,-4.0127,5.3097,Mtn Cote D'ivoire S.A,Cable/DSL,Android,mobile,7.0,Android Browser,4.0,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,8.0.0,Chrome,66.0.3359.158,1
CL,Santiago,-70.6667,-33.45,Claro Chile,Cellular,Android,mobile,7.0,Chrome,66.0.3359.158,2
ML,Bamako,-8,12.65,Orange Mali SA,Cable/DSL,Android,mobile,7.0,Chrome,58.0.3029.83,1
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,Arrownet Pvt.Ltd,103.58.144.0/23,Android,mobile,6.0.1,Chrome,62.0.3202.84,1
TH,Bangkok,100.4889,13.7594,True Internet,Cellular,Android,mobile,6.0.1,Chrome WebView,66.0.3359.158,1
CM,Douala,9.7,4.0503,Viettel-cm,Cable/DSL,Android,tablet,4.3,Android Browser,4.0,1
TH,Bangkok,100.4833,13.7333,True Internet,Cellular,Android,mobile,4.4.2,Android Browser,4.0,2
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,5.0.2,Chrome,66.0.3359.158,1
SA,Jeddah,39.2192,21.5169,Zain Saudi Arabia,Cellular,Android,mobile,7.0,Chrome,64.0.3282.137,1
NP,Kathmandu,85.3167,27.7167,ClassicTech Pvt.,Cable/DSL,Android,mobile,5.1,Chrome,66.0.3359.158,1
NP,Patan,85.3333,27.6667,Otel Communication Pvt.,Cable/DSL,Android,mobile,7.1.1,Chrome,66.0.3359.158,1
AE,Al Ain,55.7606,24.1917,Emirates Telecommunications Corporation,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,2
SA,Riyadh,46.7152,24.6537,Etihad Jawraa Company for communication and inform,Cellular,Android,tablet,7.1.2,Chrome,64.0.3282.137,2
UG,Kampala,32.5656,0.3156,ZAINUGAS,Cable/DSL,Android,mobile,4.4.2,Android Browser,4.0,2
FR,Lorient,-3.3667,47.75,Orange,Cable/DSL,Android,mobile,8.0.0,Chrome,66.0.3359.158,1
PE,Lima,-77.05,-12.05,Claro Peru,Cellular,Android,mobile,6.0,Chrome,66.0.3359.158,2
FR,Saujon,-0.837,45.74,SFR,Cable/DSL,Android,mobile,7.1.1,Chrome,56.0.2924.87,2
IN,Coimbatore,76.9614,10.9925,Airtel,Cellular,Android,mobile,6.0.1,UCBrowser,12.5.0.1109,2
DZ,Laghouat,2.8833,33.8,Telecom Algeria,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,2
MK,Skopje,21.4314,41.9965,Makedonski Telekom AD-Skopje,Cellular,Android,mobile,6.0,Chrome WebView,66.0.3359.126,2
TN,Tunis,10.1711,36.8061,Tunisie Telecom,Cable/DSL,Android,mobile,6.0,Android Browser,4.0,1
IN,Chennai,80.2833,13.0833,Bharti Airtel,Cellular,Android,mobile,7.0,UCBrowser,12.5.0.1109,2
QA,Doha,51.5333,25.2867,OOREDOO,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
HK,Central,114.15,22.2833,Hutchison Global Communications,Cellular,Android,mobile,4.4.2,Android Browser,4.0,1
ES,Madrid,-3.7026,40.4165,Jazz Telecom S.A.,Cable/DSL,Android,mobile,6.0.1,Chrome,55.0.2883.91,1
VN,Soc Trang,105.98,9.6033,Viettel Group,Cable/DSL,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
NP,Kathmandu,85.3167,27.7167,WorldLink Communications Pvt,Cable/DSL,Android,mobile,7.0,Chrome,67.0.3396.68,1
NP,Kathmandu,85.3167,27.7167,ClassicTech Pvt.,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
ZA,Johannesburg,28.0583,-26.2309,Vodacom,Cellular,Android,tablet,5.1,Chrome WebView,58.0.3029.83,1
UA,Kiev,30.5238,50.4547,Kyivstar PJSC,Cellular,Android,mobile,6.0,Android Browser,4.0,1
FR,Trappes,2.0178,48.7741,SFR,Cable/DSL,Android,mobile,5.1.1,Samsung Browser,6.4,2
ES,Barcelona,2.1741,41.3984,Vodafone Spain,Cellular,Android,mobile,7.0,Chrome,66.0.3359.158,1
NA,Windhoek,17.0836,-22.57,MTC Namibia,Cellular,Android,mobile,5.1.1,Chrome WebView,65.0.3325.109,2
TZ,Dar es Salaam,39.2833,-6.8,Mic Tanzania Ltd,Cellular,Android,mobile,7.0,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
DZ,'Ain el Bell,3.2289,34.3437,Telecom Algeria,41.96.0.0/12,Android,mobile,4.0.4,Android Browser,4.0,1
KE,Nairobi,36.8167,-1.2833,Kenya Education Network,Cable/DSL,Android,mobile,6.0.1,Chrome,67.0.3396.68,1
MX,Tijuana,-117.0167,32.5333,"Telefonos del Noroeste, S.A. de C.V.",Cable/DSL,Android,mobile,6.0.1,Facebook,174.0.0.54.96,2
KH,Phnom Penh,104.916,11.5625,SOUTH EAST ASIA TELECOM (Cambodia) Co.,Cable/DSL,Android,mobile,5.1,Android Browser,4.0,1
TH,Bangkok,100.4833,13.75,True Internet,Cellular,Android,mobile,6.0.1,Chrome WebView,66.0.3359.158,2
NP,Kathmandu,85.3167,27.7167,"Subisu Cablenet (Pvt) Ltd, Baluwatar, Kathmandu, N",Cable/DSL,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Nepal Telecom,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
AZ,Baku,49.8822,40.3953,Baksell,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
TH,Bangkok,100.4833,13.7333,True Internet,Cable/DSL,Android,mobile,5.1,Android Browser,4.0,1
FR,Bressuire,-0.4497,46.9847,SFR,Cable/DSL,Android,mobile,6.0,Chrome WebView,66.0.3359.158,1
AM,Yerevan,44.5136,40.1811,VEON Armenia CJSC,Cellular,Android,mobile,6.0,Chrome WebView,66.0.3359.158,2
LB,Beirut,35.5097,33.8719,IncoNet Data Management sal,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
TH,Bangkok,100.531,13.7625,DTAC,Cellular,Android,desktop,5.1,Android Browser,4.0,1
NP,Kathmandu,85.3167,27.7167,Nepal International Internet Gateway,Cable/DSL,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
PE,Lima,-77.05,-12.05,Claro Peru,Cellular,Android,mobile,5.1,Chrome,50.0.2661.89,2
BD,Dhaka,90.4086,23.7231,DeVoteD NBN,Cellular,Android,mobile,5.1,Chrome WebView,50.0.2661.86,2
DZ,Khemis el Khechna,3.3306,36.6486,Telecom Algeria,Cable/DSL,Android,mobile,4.1.2,Chrome,28.0.1500.94,2
RO,Cluj-Napoca,23.6,46.7667,Orange Romania,Cellular,Android,mobile,6.0,Chrome,67.0.3396.68,2
NP,Jawalakhel,85.3167,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,7.0,Chrome,67.0.3396.68,1
LT,Kaunas,23.8924,54.9038,UAB Bite Lietuva,84.15.0.0/16,Android,mobile,5.0.2,Android Browser,4.0,1
NP,Patan,85.3333,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,mobile,7.0,Chrome,63.0.3239.111,1
GH,Accra,-0.2167,5.55,MTN Ghana,Cellular,Android,desktop,,Opera Mini,23.0.2254,1
ES,Barcelona,2.159,41.3888,Vodafone Spain,Cellular,Android,mobile,8.0.0,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3167,27.7167,Vianet Communications Pvt.,Cable/DSL,Android,mobile,8.1.0,Chrome,67.0.3396.68,1
ES,Valencia,-0.3667,39.4667,Vodafone Spain,Cellular,Android,mobile,7.0,Chrome,66.0.3359.158,1
TH,Bangkok,100.4833,13.75,True Internet,Cellular,Android,mobile,4.4.2,Android Browser,4.0,2
SA,Riyadh,46.7152,24.6537,Zain Saudi Arabia,Cellular,Android,mobile,4.4.2,Chrome,67.0.3396.68,1
RO,Bals,24.1,44.35,UPC,Cable/DSL,Android,mobile,5.1,Chrome WebView,66.0.3359.158,1
KE,Nairobi,36.8155,-1.2841,SAFARICOM-LIMITED,105.48.0.0/12,Android,mobile,4.4.2,Chrome,66.0.3359.158,1
VN,Pleiku,108,13.9833,Vietnam Posts And Telecommunications Group,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
MK,Bitola,21.3403,41.0311,One Macedonia,Cellular,Android,mobile,6.0,Chrome,50.0.2661.89,2
US,Wichita Falls,-98.5301,33.8466,Time Warner Cable,Cable/DSL,Android,tablet,4.4.4,Chrome,66.0.3359.158,2
ES,Valencia,-0.3774,39.4698,Vodafone Spain,Cellular,Android,mobile,7.0,Chrome,66.0.3359.158,1
DZ,Sougueur,1.4961,35.1857,Telecom Algeria,Cable/DSL,Android,mobile,7.0,Chrome,66.0.3359.158,1
KZ,Astana,71.4278,51.1811,Kcell JSC,Cellular,Android,mobile,5.1,Android Browser,4.0,1
DZ,Guelma,7.5033,36.4145,Telecom Algeria,Cable/DSL,Android,mobile,6.0,Chrome,50.0.2661.89,2
ID,Jakarta,106.8294,-6.1744,PT Indosat Tbk.,Cellular,Android,mobile,6.0,UCBrowser,12.5.0.1109,2
NP,Jawalakhel,85.3167,27.6667,WorldLink Communications Pvt,Cable/DSL,Android,tablet,8.0.0,Chrome,66.0.3359.158,1
DE,Hamburg,10,53.55,O2 Deutschland,Cellular,Android,mobile,5.1,Chrome,62.0.3202.84,1
TT,Chaguanas,-61.4167,10.5167,Telecommunication Services of Trinidad and Tobago,190.58.0.0/15,Android,mobile,5.1.1,Samsung Browser,3.3,2
NP,Kathmandu,85.3167,27.7167,Websurfer Nepal Internet Service Provider,Cable/DSL,Android,mobile,7.1.1,Chrome,66.0.3359.158,1
KZ,Shymkent,69.6,42.3,Kcell JSC,Cellular,Android,mobile,7.0,Chrome,66.0.3359.126,2
MM,Magway,94.9167,20.15,Myanma Posts and Telecommunications,Cellular,iOS,mobile,9.2.1,Facebook,145.0.0.59.86,2
IQ,Najaf,44.3147,31.9961,Al Atheer Telecommunication-Iraq Co. Ltd. Incorpor,Cable/DSL,Android,tablet,4.4.4,Chrome,66.0.3359.158,2
VN,Buon Ma Thuot,108.05,12.6667,Vietnam Posts And Telecommunications Group,Cable/DSL,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,154.76.0.0/14,Android,mobile,7.0,Android Browser,4.0,2
NP,Kathmandu,85.3167,27.7167,Techminds Networks Pvt.,Cable/DSL,Android,mobile,6.0,Chrome,66.0.3359.158,1
